code,name,latitude,longitude,count,hours
AKHA,Haines,59.2363,-135.4693,10,30
AKJU,Juneau,58.3167,-134.55,10,47.5
ILEL,Elsah,38.9547,-90.361,10,16.5
ILVP,Van Petten,41.7019,-89.626,10,35
INDW,Indiana Dunes National Lakeshore West,41.5722,-87.2701,10,57.7
ILWV,Warbluff Valley Sanctuary,37.4056,-88.6111,10,38.7
TXGT,Georgetown-Andice,30.6999,-97.7395,10,86.5
SDSH,Shadehill,45.7753,-102.1766,10,13
ONCC,Cedar Creek,42.0694,-82.8727,10,104.5
OHSA,Salem,40.8675,-80.8385,10,51.5
WISS,Herbster,46.8,-91.25,10,30.5
WISN,Spencer,44.8,-90.2333,9,59.5
OHNL,New Lexington,39.7144,-82.2826,9,18.5
ONKP,Kettle Point,43.171,-81.8816,9,43.5
ONOS,Owen Sound,44.5677,-80.9429,9,76.5
ONWG,West Elgin,42.6333,-81.5833,9,170.1
ORBA,Baker,44.8619,-117.8392,9,22.2
PABZ,Benezette,41.2504,-78.3751,9,44.5
TXAU,Austin,30.1834,-97.698,9,201.8
VATA,Tazewell,37.1326,-81.4934,9,9.5
FLNA,Naples,26.1278,-81.7645,9,117
AZGY,Grand Canyon,36.0143,-112.0658,9,64
ARTE,Texarkana,33.4725,-93.9215,9,9.5
CAGM,Grass Mountain,34.6333,-118.4167,9,27.4
CASE,South Lake Tahoe,38.9412,-120.001,9,12
CATE,Tehachapi,35.1097,-118.4503,9,32
MIKA,Kalamazoo,42.2963,-85.6482,9,71.5
MNNW,Northern Wright County,45.2358,-93.8961,9,42.2
MNAS,Austin,43.6628,-92.9699,9,40.2
MNFF,Fergus Falls,46.2804,-96.0746,9,31.5
MXSQ,"Sierra de Quila, Jalisco, Mexico",20.3018,-104.1359,9,6.2
NYWG,Watkins Glen,42.3806,-76.8735,9,52
NVEY,Ely,39.2355,-114.864,9,45.2
NMCA,Caballo,32.953,-107.3122,9,71.3
NSSU,Shubenacadie,45.0705,-63.4172,8,29
OHBF,The Brown Family Environmental Cente,40.4337,-82.4828,8,58.3
NDGD,Garrison Dam,47.5119,-101.3264,8,30
MILU,Ludington,43.9561,-86.4153,8,44
MOMI,Mingo N.W.R.,36.9833,-90.2,8,42.7
MTCC,Clark Canyon Dam,45.0016,-112.8579,8,9
COGM,Grand Mesa,39.1463,-108.0253,8,31
AZBW,Bill Williams Delta,34.3002,-114.0928,8,52.7
AKSI,Sitka,57.0527,-135.3651,8,77.8
BCPB,Pemberton-Mt. Currie,50.3163,-122.7678,8,40.5
ILBR,Big Rock,41.7334,-88.5077,8,58
VTMR,Mad River Valley,44.15,-72.7333,8,65
TXEC,Erath County,32.2162,-98.2122,8,40.8
SDMA,Madison,43.956,-97.0999,8,30.1
TNFR,Franklin-Coffee County,35.302,-86.0567,8,16.4
QCLE,Lennoxville,45.3241,-71.969,8,140.1
PADF,Dingman's Ferry,41.1712,-74.9142,8,54.8
PADU,Dubois,41.1333,-78.75,8,53.8
PALN,Linesville,41.6028,-80.4296,8,35
ORBC,Baker County-Salisbury,44.655,-117.8724,8,16.5
ONFV,Fisherville,42.8815,-79.9038,8,259.7
NBKO,Kouchibouguac N.P.,46.8167,-64.9167,8,46.2
ONBR,Brockville Area,44.6283,-75.7894,7,22.5
WYPD,Pinedale,42.8667,-109.8603,7,29.5
WIGR,Grantsburg,45.7729,-92.682,7,31.4
ONDR,Deep River,46.1007,-77.4879,7,31
ONCA,Cambridge,43.3076,-80.2582,7,95.2
OHRU,Rudolph,41.3256,-83.6207,7,46
OHMA,Mansfield,40.7042,-82.5486,7,80.7
ONST,St. Thomas,42.7337,-81.1229,7,102.8
PABF,Bedford County,40.0026,-78.5914,7,63.5
PABU,Butler County,40.9811,-80.0714,7,51.2
QCAH,Laval-Ahuntsic,45.634,-73.8195,7,72
PAWR,Warren,41.8438,-79.145,7,108
PART,Rector,40.1613,-79.2418,7,64.8
QCQS,Quyon-Shawville,45.5667,-76.3592,7,34.3
VTSR,Saxton's River,43.1008,-72.5414,7,47
CASK,South Fork Valley,35.6962,-118.1901,7,82.5
CAEN,Elsinore,33.6667,-117.3331,7,66.7
MNGL,Glacial Ridge-Rydell N.W.R.,47.6782,-96.1739,7,17
MICL,Clinton,42.0916,-84.0351,7,75.8
MIBY,Bay City,43.5805,-83.9332,7,37.8
NECL,Calamus-Loup,41.35,-99.2667,7,16.2
NMRU,Ruidoso,33.3987,-105.6808,7,4
NVPL,Pyramid Lake,39.944,-119.5102,6,30.2
NYSL,Saranac Lake,44.3167,-74.073,6,118.6
NYSH,Sherburne,42.6782,-75.4989,6,49
NYCR,Cortland,42.6735,-76.2685,6,46.5
MIBS,Berrien Springs,42.0167,-86.4167,6,50.5
MEEL,Ellsworth-Hog Bay,44.5547,-68.335,6,44
MECA,Calais,44.9496,-67.1788,6,19
MNCO,Cottonwood,44.6091,-95.6746,6,27
MTMI,Missoula,46.9132,-114.0343,6,111.1
MNWH,Whitewater S.P. and Game Refuge,44.0504,-92.0551,6,36
COAF,Air Force Academy,39.0149,-104.9121,6,38
CODO,Dotsero,39.7318,-107.0663,6,9
ABLE,Lethbridge,49.6967,-112.8107,6,142.9
ILSC,Schapville,42.3967,-90.2053,6,25.3
IAPC,Princeton-Camanche,41.7486,-90.3546,6,42.7
TXQU,Quitaque,34.4346,-101.0739,6,12
QCOP,Otterburn Park,45.5481,-73.2098,6,44
SDMI,Mitchell,43.7148,-98.0245,6,42.5
SDRC,Rapid City,44.0769,-103.2472,6,40.2
PAWL,Wild Creek-Little Gap,40.85,-75.4981,6,54.7
QCGE,Georgeville,45.1037,-72.1586,6,55.9
PAHU,Huntingdon,40.5664,-77.9385,6,83.2
ORHM,Hart Mountain,42.4834,-119.7667,6,31
OHWE,Wellington,41.1686,-82.2175,6,33.2
ONHB,Holiday Beach,42.1333,-83.037,6,52.3
ONNB,North Bay,46.3103,-79.3825,6,49.3
WIBS,Brussels,44.7621,-87.5397,6,45
OHTC,Trumbull County,41.3845,-80.8572,5,40.5
ONWS,Woodstock,43.1725,-80.7124,5,56.8
PABC,Buffalo Creek Valley,40.7345,-79.6782,5,33.6
PALT,Lewistown,40.5472,-77.3671,5,76.2
SKPL,Pike Lake,51.8667,-106.8167,5,40.7
VABF,Big Flat Mountain,38.1698,-78.7263,5,23.5
VAWC,Wise County,36.9418,-82.6435,5,56.2
INBO,Big Oaks N.W.R.,38.9486,-85.4207,5,34.5
AKKE,Ketchikan,55.3831,-131.67,5,40.9
AZGC,Glen Canyon,36.9167,-111.5167,5,11
BCKB,Kimberley,49.7172,-115.8333,5,35
CABS,Butterbredt Spring,35.4103,-118.1426,5,25.5
MNWM,Willmar,45.2119,-95.0015,5,53.6
MTMS,McNeil Slough,48.5333,-107.5333,5,10
MNGM,Grand Marais,47.7797,-90.4242,5,33.5
MNDU,Duluth,46.8461,-92.0334,5,121.4
MNKE,Kensington,45.7779,-95.6962,5,20.5
MNLA,Lamberton,44.2361,-95.2841,5,28
MIND,Neebish Island-Dunbar,46.2879,-84.2579,5,27
MDAC,Allegany County,39.5916,-78.6929,5,23.5
NLGA,Gander,48.9683,-54.7123,5,16
NEIC,Indian Cave S.P.,40.2258,-95.6349,5,7
NDDB,Denbigh,48.3117,-100.4963,5,23.8
NHLT,Littleton,44.2667,-71.75,5,16
NHEU,Errol-Umbagog,44.7811,-71.1379,5,40.3
MTWS,Warm Springs,46.2008,-112.859,5,24
MTPC,Park County,45.6394,-110.4874,4,33.5
NBED,Edmundston,47.4595,-68.3258,4,39.8
NHGB,Grafton-Bristol,43.6112,-71.8495,4,29
NHBV,Baker Valley,43.8438,-71.8897,4,6
NDMI,Minot,48.24,-101.2961,4,29.2
NMRA,Raton,36.9003,-104.4243,4,19.5
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,4,28.9
NSTA,Tatamagouche,45.711,-63.2565,4,59.2
NYRM,Rome,43.3035,-75.4732,4,23
MIDO,Dowagiac,41.9667,-86.0833,4,32.5
LAVE,Venice,29.3392,-89.4767,4,18.3
MILB,Little Bay de Noc,45.839,-87.0023,4,38
MTEU,Eureka,48.8769,-115.0519,4,34
BCSQ,Squamish,49.7309,-123.1452,4,59.8
CONU,Nunn,40.8341,-104.7054,4,8
COWE,Westcliffe,38.1361,-105.4674,4,23.3
COAS,Aspen,39.25,-106.9,4,28
CALR,Lake Almanor,40.2833,-121.25,4,23.5
CAMW,Merced N.W.R.,37.2301,-120.6885,4,30.9
ILKI,Kishwaukee,42.1647,-89.0931,4,109.3
ILEM,Eastern Mercer County,41.2212,-90.4939,4,39.8
INMU,Muncie,40.1833,-85.3667,4,22
IABC,Buchanan County,42.4061,-91.8126,4,29.7
FLLO,Long Pine Key,25.3568,-80.7186,4,63.2
VTBR,Brattleboro,42.8561,-72.6606,4,35.5
VTLA,Lamoille County,44.579,-72.6587,4,49.1
PABE,Bald Eagle S.P.,41.0149,-77.6605,4,52.9
ONLI,Linwood,43.5815,-80.7284,4,96.9
ONSM,Skunk's Misery,42.6245,-81.8841,4,68
ONFL,La Foret Larose,45.366,-75.05,4,82.5
ONKC,Kincardine,44.0892,-81.6227,4,41
ONCK,Cape Croker,44.941,-81.0184,4,31.5
WIDY,New Franken,44.6181,-87.7839,4,35.9
WIAM,Amherst,44.4512,-89.2744,3,47.4
MXPF,"Puerto del Fresno, Minatitlan, Colima, Mexico",19.3624,-103.9788,3,12.3
TXWG,West End Galveston Island,29.1659,-95.0406,3,297
TXWG,West End Galveston Island,29.1659,-95.0406,3,297
ONAT,Atikokan,48.7513,-91.5983,3,7
ONBP,Bruce Peninsula N.P.,45.2043,-81.5784,3,61.5
ONSD,Sudbury,46.5013,-81.0492,3,95.8
ONRH,Richmond Hill,43.9261,-79.4504,3,66.2
ONLP,Long Point,42.6211,-80.3908,3,110.7
ONNS,Lakeshore,42.2926,-82.8197,3,16
OHPL,Plymouth,40.9952,-82.6655,3,17.5
ORST,Sisters,44.3,-121.5625,3,26.8
ONWL,Wallaceburg,42.6337,-82.3833,3,77.3
PALH,Lock Haven-Jersey Shore,41.1334,-77.3667,3,67
PEPE,Prince Edward Island N.P.,46.3817,-63.1325,3,24.4
PASW,Western Schuylkill County,40.5981,-76.4275,3,40
PASC,State College,40.8,-77.8,3,86.5
VTPL,Plainfield,44.2789,-72.438,3,104.9
SKCV,Craven,50.7087,-104.8093,3,36.3
QCQU,Quebec,46.7952,-71.2532,3,250
QCSJ,St-Jean-sur-le-Richelieu,45.3091,-73.243,3,56
QCIC,Ile-du-Grand-Calumet,45.6829,-76.6231,3,42.1
SKSA,Saskatoon,52.0714,-106.6704,3,93.5
ILDK,Dekalb,42.0333,-88.7667,3,58
ILBU,Bushnell,40.5452,-90.5043,3,28
ILNE,Newton,38.0441,-88.3181,3,26.5
ILRC,Rock Cut S.P.,42.3504,-88.8708,3,62
ILRO,Rockford,42.3667,-89.1667,3,113.6
CAMM,Mammoth Lakes,37.6333,-118.8667,3,38.5
CAAB,Anza-Borrego Desert,33.2841,-116.3986,3,140.2
BCWL,Williams Lake,52.1333,-122.1333,3,96.2
BCCG,Castlegar,49.3484,-117.5838,3,22.5
AZMY,Martinez Lake-Yuma,32.8884,-114.4623,3,69.3
ABSL,Slave Lake,55.3268,-114.7511,3,25.5
AKNC,Narrow Cape-Kalsin Bay,57.5226,-152.3081,3,38
MTGF,Great Falls,47.4694,-111.3364,3,58.7
MNSC,St. Cloud-Collegeville,45.5647,-94.2561,3,49.5
MICH,Cheboygan,45.65,-84.4667,3,24.8
MIBT,Battle Creek,42.3767,-85.2795,3,59.1
MEWA,Waterville,44.5641,-69.6631,2,62.7
MBOH,Oak Hammock Marsh,50.1226,-97.0651,2,41.1
MDOA,Oakland,39.4936,-79.3658,2,82
MNNM,Northwest McLeod,44.8851,-94.3418,2,35.3
MNLF,Little Falls,45.9667,-94.35,2,26
MNGR,Grand Rapids,47.2641,-93.655,2,27
MIMU,Muskegon,43.2167,-86.25,2,14
MINB,New Buffalo,41.8133,-86.6167,2,37
MNWK,Walker,47.0579,-94.5871,2,15.7
OHAA,Ashtabula,41.8946,-80.6574,2,46.3
NVSH,Sheldon,41.879,-119.0585,2,24.9
NVSP,Southern Pahranagat Valley,37.2606,-115.1155,2,20
NYMT,Monticello,41.5678,-74.6321,2,45.5
NSBI,Brier Island,44.2667,-66.4885,2,21.2
NBSH,Shediac,46.2723,-64.5754,2,59.2
NBSY,Salisbury,46.0147,-65.113,2,34.2
MTUS,Upper Swan Valley,47.527,-113.7095,2,16
ABHC,Horseshoe Canyon,51.4167,-112.8833,2,39.5
AZHV,Havasu N.W.R.,34.7711,-114.5329,2,42.3
BCLQ,Lasqueti Island,49.5169,-124.2781,2,40
BCKO,Kaslo,49.9107,-116.96,2,18
BCWH,Whistler,50.1159,-122.9595,2,2
BCPG,Prince George,53.9118,-122.7648,2,91.3
CAPX,Pixley N.W.R.,35.9133,-119.3922,2,23.4
CASL,San Jacinto Lake,33.8745,-117.1239,2,78.4
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,2,53.2
COMV,Monte Vista N.W.R.,37.4736,-106.0941,2,6
ILLC,Lee Center,41.758,-89.2848,2,33.5
IDMC,McCall,44.9093,-116.0992,2,44.5
INSD,Southern Adams County,40.656,-85.0323,2,16.5
IADE,Decorah,43.3833,-91.7333,2,42
IASE,Southeast Clayton County,42.7823,-91.2205,2,30
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,2,109.9
TXGA,Galveston,29.3333,-94.8333,2,71.4
TXJC,Jackson-Calhoun Counties,28.7232,-96.4981,2,109.9
SKCC,Clark's Crossing,52.2679,-106.5201,2,46
UTMG,Morgan,41.0206,-111.6054,2,26.8
TXST,San Antonio,29.3148,-98.608,2,90.1
TXPO,Powderhorn,28.4355,-96.4785,2,59.5
PASB,Southeastern Bradford County,41.7033,-76.2747,2,53.3
QCGR,Granby,45.3937,-72.71,2,66.9
QCCJ,Chicoutimi-Jonquiere,48.3667,-71.1667,2,29.9
PALR,Lake Raystown,40.3739,-78.0716,2,45.8
PAJO,Johnstown,40.1041,-78.9673,2,61.5
PALG,Lewisburg,40.9397,-76.9841,2,93
PAGG,Gordon Glen Belsano,40.5172,-78.8775,2,13
PACT,Curtin,40.5667,-76.8333,2,72.5
ONTM,Timmins,48.4769,-81.3141,2,33.4
ORAN,Antelope,44.8778,-120.8025,2,15
ONSS,Sault Ste. Marie,46.5084,-84.3607,2,90.9
OKTP,Tallgrass Prairie Preserve,36.85,-96.4333,2,61.2
ONMN,Minden,44.8776,-78.6912,2,69.9
ONGB,Gravenhurst-Bracebridge,44.95,-79.2833,2,46.9
ABVI,Viking,53.0921,-111.7739,2,2
WIBF,Bayfield,46.7973,-90.973,2,42.5
WATW,Twisp,48.3644,-120.1211,2,89.7
WIEL,Ellsworth,44.696,-92.5479,2,23.3
WIFA,Fort Atkinson,42.9021,-88.8273,2,30
WICK,Cooksville,42.8348,-89.2408,2,51.5
WIKC,Kenosha County,42.5895,-87.9345,2,13.8
WIKV,Kickapoo Valley,43.7574,-90.5842,2,32.5
WIRC,Racine,42.7493,-87.8992,2,46.9
WIRI,Richland Center,43.2744,-90.3604,2,71.4
WIPL,Plymouth,43.7621,-88.002,2,33
WIPO,Poynette,43.3955,-89.3953,2,58
WIPE,Peshtigo,45.0997,-87.8199,1,19.3
WIMW,Manitowish Waters,46.1295,-89.8892,1,24
WISE,Stockbridge,44.0877,-88.1837,1,31.5
WISI,Shiocton,44.4333,-88.6333,1,30
WISW,Shawano,44.7429,-88.5465,1,20.5
WIWL,Waterloo,43.0817,-89.0114,1,75.2
WIWR,Wisconsin Rapids,44.3616,-89.8345,1,47.4
WITR,Two Rivers,44.2369,-87.6385,1,28.5
WIGI,Gilman,45.2006,-90.7315,1,2
WIGL,Green Lake,43.868,-89.0574,1,51.8
WICY,Clyde,43.0558,-90.1126,1,59.5
WIFR,Fremont,44.2208,-88.9269,1,35.5
WIBH,Brodhead,42.6644,-89.4071,1,26.2
WIBL,Beloit,42.6137,-89.09,1,33.4
WIAP,Appleton,44.2618,-88.4158,1,59.2
ONHO,Hornepayne,49.1592,-84.7761,1,7.5
BCKU,Kuskanook,49.2969,-116.658,1,12
VAHC,Highland County,38.4345,-79.5749,1,54.1
VAHC,Highland County,38.4345,-79.5749,1,54.1
WIRS,Rome-Sand Valley,44.1409,-89.8077,1,14
WIRS,Rome-Sand Valley,44.1409,-89.8077,1,14
COPN,Pawnee National Grassland-East,40.7096,-103.6886,1,51
COPN,Pawnee National Grassland-East,40.7096,-103.6886,1,51
COPN,Pawnee National Grassland-East,40.7096,-103.6886,1,51
COPN,Pawnee National Grassland-East,40.7096,-103.6886,1,51
WYAC,Albany County,41.2976,-105.5947,1,27.9
WVLE,Lewisburg,37.8017,-80.4454,1,63.7
ONHV,Huntsville,45.3264,-79.2178,1,91.7
ONKE,Kenora,49.7843,-94.4494,1,24
ONKK,Kirkland Lake,48.0814,-80.0552,1,17
ONMM,Mindemoya,45.7248,-82.1783,1,59.2
ONPM,Pembroke,45.8156,-77.1425,1,66.7
ONSH,Sharbot Lake,44.85,-76.6667,1,45.2
ONAM,Alfred-Montebello,45.5857,-74.9651,1,68.5
OHGL,Grand Lake-St. Marys,40.5168,-84.5,1,23.4
ONWM,Wye Marsh,44.6946,-79.8831,1,51
PACO,Cowanesque Lake,41.9913,-77.1931,1,28.8
PAMO,Montrose Area,41.9032,-75.8022,1,36.8
QCBM,Baie-Missisquoi,45.1038,-73.1141,1,16.5
PAWM,White Mills,41.5265,-75.2039,1,21
PATU,Tunkhannock,41.5364,-75.9476,1,37.5
TXPL,Proctor Lake,31.9971,-98.4991,1,45.5
VTFR,East Franklin County,44.9166,-72.7433,1,54.9
SKFQ,Fort Qu'Appelle,50.7697,-103.7946,1,16
SDSF,Sioux Falls,43.5621,-96.7115,1,45.2
SDCA,Canton,43.301,-96.5494,1,24.3
QCNT,Neuville-Tilly,46.6802,-71.5769,1,46.9
QCMP,Matapedia,47.9735,-67.1056,1,19.3
QCTA,Tadoussac,48.1833,-69.6167,1,27.1
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,1,17
TXCK,Choke Canyon,28.4913,-98.3082,1,64.5
TXDM,Davis Mountains,30.647,-104.0093,1,77.5
TXGM,Guadalupe Mountains,31.8923,-104.8137,1,29
TXGR,Granger,30.7062,-97.4019,1,77.5
IDBL,Bear Lake Valley,42.2193,-111.3068,1,20
COSP,Spanish Peaks,37.4308,-105.0443,1,25
CASS,Salton Sea (south),33.1579,-115.6132,1,37.5
CAPN,Panoche Valley,36.6068,-120.8766,1,82.6
CADV,Death Valley,36.4619,-116.8668,1,11.5
BCNK,Nakusp,50.2147,-117.7219,1,23.3
BCPT,Princeton,49.4678,-120.5154,1,23.3
BCHC,Hat Creek,50.7494,-121.581,1,16.5
BCME,Merritt,50.1634,-120.6742,1,51.5
AZPA,Patagonia,31.4833,-110.6833,1,113.6
BCBR,Broughton Strait,50.5833,-127,1,24.8
ABDC,Devon-Calmar,53.3529,-113.7871,1,42.7
AKCO,Cordova,60.5313,-145.6451,1,41.7
AKER,Eagle River,61.3214,-149.5679,1,64.1
ABSR,Strathcona,53.4537,-113.148,1,33.2
AKKO,Kodiak,57.75,-152.4833,1,69
AKMV,Matanuska Valley,61.5994,-149.2435,1,87.7
AKSN,Soldotna,60.4636,-151.1923,1,38
ARBD,Bayou DeView,34.872,-91.2917,1,39.5
AZGV,Green Valley-Madera Canyon,31.7923,-110.9151,1,158.7
MTTR,Troy,48.4636,-115.8893,1,24.3
MXRT,"Reserva Toh, Yucatan, Quintana Roo, Mexico",20.8603,-87.0119,1,12.5
MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,1,10
MXHR,"Hardy River and Confluence of Colorado River, Baja California, Mexico",32.1493,-115.1582,1,10
MXLP,"Lago de Pátzcuaro, Michoacán, México",19.6233,-101.6281,1,25.3
NBMI,Miramichi,47.031,-65.4792,1,20
NBPA,Paquetville,47.6605,-65.171,1,8
NDUS,Upper Souris N.W.R.,48.4522,-101.5684,1,21.7
NDVC,Valley City,46.9333,-98,1,8
NDJC,J. Clark Salyer N.W.R.,48.6033,-100.6374,1,14.2
NSCB,Cape Breton Highlands N.P.,46.7167,-60.3833,1,17.2
NSSP,Springville,45.4836,-62.6423,1,27
NSSY,The Sydneys,46.1791,-60.2923,1,62.5
NVAM,Ash Meadows N.W.R.,36.4253,-116.2915,1,24.9
NVHE,Henderson,36.0833,-114.95,1,41.3
NMCC,Carlsbad Caverns N.P.,32.1772,-104.5029,1,32.6
NLBB,Bonne Bay,49.5115,-57.8757,1,39.7
NYJA,Jamestown,42.1095,-79.2284,1,61.7
NYEL,Elmira,42.1397,-76.8307,1,94.3
NYBI,Binghamton,42.1541,-75.9647,1,86.2
NYBM,Beaver Meadow,42.6757,-78.3721,1,20.2
OHBS,Black Swamp,41.1939,-84.6231,1,16.8
NYSO,Scio,42.1668,-78.0667,1,30.6
MNTA,Tamarac N.W.R.,46.963,-95.6031,1,21
MNTH,Two Harbors,47.0028,-91.7402,1,38.5
MNVI,Virginia,47.4774,-92.5468,1,30
MIMN,Manistique,45.9831,-86.2143,1,12.7
MIMQ,Marquette,46.5439,-87.3963,1,20
MIPE,Petoskey,45.3701,-84.9709,1,48.1
MITC,Traverse City,44.7154,-85.5364,1,62.9
MIMA,Manistee,44.3028,-86.2136,1,51.5
MIMC,Mecosta County,43.6735,-85.3343,1,23.3
MIER,Eaton Rapids,42.5818,-84.6611,1,21
MNGW,Greenwald,45.6024,-94.8568,1,20.7
MNCK,Crookston,47.7023,-96.4975,1,37.9
MNLP,Long Prairie,45.9654,-94.8551,1,30
MNMO,Morris,45.5897,-95.9007,1,29.9
MNOW,Owatonna,44.066,-93.1464,1,22.5
MNRS,Roseau,48.8698,-95.7686,1,29.2
MBPL,Pinawa-Lac du Bonnet,50.1775,-95.9664,1,62.9
MBWI,Winnipeg,49.8802,-97.2017,1,208.3
MEMD,Mount Desert Island,44.336,-68.3116,1,31.7
MIAP,Alpena,45.071,-83.4578,1,54.3
MIBC,Barry County,42.6243,-85.3968,1,55.6
MBBR,Brandon,49.8423,-99.962,1,99
MBCM,Carman,49.5026,-98.0018,1,28.7
